author,cluster,k,pca_dims,silhouette,calinski_harabasz,davies_bouldin
"Zubiaur, Mercedes",6,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Sánchez Luque, Francisco José",9,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Sancho López, Jaime",6,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Berzal Herranz, Alfredo",9,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Gómez Castilla, Jordi",10,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Ortiz Fernández, Lourdes",2,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Márquez Ortiz, Ana María",2,11,10,0.746137420057558,35.58563913263509,0.4017197808044925
"Sánchez Navarro, Macarena",8,12,10,0.6756995878301074,32.85859402266646,0.5050153703875081
"López López, Manuel Carlos",4,12,10,0.6756995878301074,32.85859402266646,0.5050153703875081
"Thomas, María del Carmen",4,12,10,0.6756995878301074,32.85859402266646,0.5050153703875081
"González Rey, Elena",7,12,10,0.6756995878301074,32.85859402266646,0.5050153703875081
"Martín Ibáñez, Javier",3,12,10,0.6756995878301074,32.85859402266646,0.5050153703875081
"Delgado Mora, Mario",7,12,10,0.6756995878301074,32.85859402266646,0.5050153703875081
"Pérez Victoria, José María",10,12,10,0.6756995878301074,32.85859402266646,0.5050153703875081
